artifact_name,file_name,relative_path,original_runtime_path,exists,bytes,sha256
05_validation_budget_ledger.csv,05_validation_budget_ledger.csv,05_validation_budget_ledger.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_validation_budget_ledger.csv,True,852,a3b598d326c3f65918530857776ac44fa7cfeca01051e0fa95102e1f02bd6dca
05_claim_boundary_register.csv,05_claim_boundary_register.csv,05_claim_boundary_register.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_claim_boundary_register.csv,True,2760,a5d416212587948c56766d4481ae5e8f59906e9394351e2691b42bdcbb54e135
05_expectation_calibration.csv,05_expectation_calibration.csv,05_expectation_calibration.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_expectation_calibration.csv,True,1944,3044411bf26d56995eb7bce34ff69b8709aaf59e1667abab682a6884ddc99139
05_multiplicity_discount.csv,05_multiplicity_discount.csv,05_multiplicity_discount.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_multiplicity_discount.csv,True,1181,21e10213618aa4cc97621c007a3458541dbc0725aa8687d3efe230cd237ddb63
05_selective_autopsy.csv,05_selective_autopsy.csv,05_selective_autopsy.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_selective_autopsy.csv,True,2239,968dcb6c96475b3fe22d6062357b223b3db5b9fb1bbc62f5630a14ed7166853e
05_estimand_contrast.csv,05_estimand_contrast.csv,05_estimand_contrast.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_estimand_contrast.csv,True,1094,fa9a331e0ca5587e02f696b6d4bede27bfbdf927d207a2e244f9b9c09573a692
05_loo_robustness.csv,05_loo_robustness.csv,05_loo_robustness.csv,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_loo_robustness.csv,True,2455,82a9c61108b71350e7f3b312ea831eef1df6f48c01ffeea0c3d3e956286ad67c
05_thesis_synthesis_report.json,05_thesis_synthesis_report.json,05_thesis_synthesis_report.json,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/05_thesis_synthesis_report.json,True,4095,f18a57dbabe5c8a676e31106fdab078f50d4032e93c67b016c8948ffc86ff44b
run_manifest.json,run_manifest.json,run_manifest.json,/content/lst_models_results/05_thesis_synthesis/20260619_090454_562658/run_manifest.json,True,3310,afcac791f33be52c4e347f9d94eb35f6880feefc79441d0965aacb89f9726571
